userID,itemID,rating,timestamp
1,487,3,2015-08-018
1,416,1,2016-07-016
1,348,2,2017-04-05
1,54,5,2018-04-012
1,137,10,2018-09-016
1,61,3,2019-01-08
2,100,10,2015-06-019
2,893,10,2016-02-024
2,404,4,2016-04-06
2,491,10,2017-06-017
2,269,7,2018-03-09
2,643,10,2018-05-019
2,337,9,2019-05-06
3,711,3,2015-01-02
3,487,2,2015-06-011
3,882,8,2015-07-023
3,495,3,2015-09-01
3,740,7,2016-04-010
3,938,8,2016-04-016
3,642,3,2016-04-020
3,69,1,2018-01-023
4,421,6,2015-04-018
4,68,10,2016-03-010
4,554,7,2017-04-03
4,708,8,2017-08-023
5,473,6,2015-02-014
5,182,8,2015-02-016
5,523,10,2015-04-013
5,863,7,2015-04-015
5,530,7,2015-05-014
5,147,8,2016-06-05
5,840,7,2017-02-014
5,751,6,2017-05-015
6,296,4,2017-01-08
6,213,4,2017-06-04
6,378,4,2018-06-03
6,249,10,2019-01-05
7,700,1,2016-02-013
7,890,9,2016-06-019
7,390,8,2016-09-02
7,24,2,2017-04-025
7,974,3,2017-09-022
7,818,7,2017-09-05
7,93,5,2018-06-02
8,574,4,2016-05-023
8,961,2,2016-06-09
8,235,4,2016-08-08
8,436,1,2017-01-019
8,463,7,2017-03-024
8,390,9,2017-03-025
9,657,6,2015-01-020
9,168,10,2015-07-09
9,216,6,2016-07-02
9,762,5,2017-02-024
9,877,3,2017-02-04
9,474,4,2017-04-08
9,189,5,2017-07-04
9,181,1,2017-08-018
10,398,8,2015-01-010
10,786,7,2015-03-011
10,897,7,2015-07-017
10,262,7,2015-07-07
10,893,6,2015-09-022
10,691,6,2016-03-06
10,248,1,2017-05-022
10,811,10,2017-08-014
10,195,2,2017-09-019
11,523,4,2015-02-021
11,637,1,2016-03-03
11,409,5,2017-01-010
11,53,4,2019-04-018
11,638,1,2019-04-04
11,683,3,2019-04-05
11,842,2,2019-07-021
11,993,6,2019-08-023
11,439,8,2020-05-017
12,350,7,2015-04-014
12,977,10,2016-04-018
12,401,1,2016-05-05
12,380,2,2017-01-012
12,817,8,2017-05-02
12,16,8,2018-06-014
12,890,2,2018-07-011
13,508,3,2015-02-06
13,258,10,2015-03-021
13,459,7,2016-01-015
13,853,4,2016-05-012
14,102,8,2016-04-04
14,205,6,2016-06-02
14,470,7,2018-03-021
14,740,6,2018-06-08
14,899,1,2019-01-05
15,317,1,2015-04-01
15,963,5,2016-02-03
15,395,10,2016-04-017
16,462,7,2015-01-017
16,653,1,2015-02-016
16,338,8,2016-02-017
16,278,1,2017-07-021
16,428,8,2017-08-011
16,150,1,2017-09-023
16,278,3,2019-02-01
16,277,5,2019-02-015
16,838,8,2020-02-020
17,952,10,2015-02-018
17,178,4,2015-06-010
17,774,3,2016-03-018
17,956,4,2017-02-014
17,443,10,2017-04-013
17,664,8,2017-06-024
17,481,7,2017-07-03
17,580,8,2018-04-013
17,269,10,2019-06-03
17,917,10,2019-08-03
18,656,2,2015-02-017
18,576,2,2015-04-014
18,733,5,2015-04-023
18,999,4,2016-01-018
18,805,1,2016-09-017
19,401,9,2015-08-09
19,308,3,2017-01-018
19,607,6,2017-01-022
19,534,2,2019-05-03
20,645,4,2015-01-05
20,212,3,2015-02-024
20,844,9,2015-04-018
20,111,3,2018-02-04
20,456,4,2018-06-09
20,114,10,2019-05-021
20,635,4,2019-06-013
21,220,7,2017-01-019
21,157,5,2018-01-016
21,512,9,2018-09-03
21,414,1,2019-06-019
21,161,6,2019-09-023
22,550,7,2015-02-02
22,532,6,2015-03-018
22,957,5,2015-04-09
22,651,9,2015-06-016
22,786,1,2016-03-03
22,578,10,2016-04-09
22,525,8,2017-05-010
23,30,7,2015-04-018
23,856,1,2015-08-05
23,813,1,2015-08-06
23,541,2,2016-09-024
23,31,10,2017-02-011
23,542,1,2017-04-013
23,564,4,2017-09-016
23,183,5,2018-06-011
23,934,6,2020-01-012
24,24,5,2015-06-04
24,15,5,2015-09-014
24,776,5,2016-04-011
24,144,3,2016-09-017
24,647,4,2017-04-023
24,768,7,2017-05-020
24,149,4,2017-06-017
24,311,1,2017-08-023
24,756,9,2018-03-013
24,440,6,2018-05-02
24,107,1,2018-08-05
24,693,7,2019-01-021
24,239,7,2019-04-010
24,210,10,2019-06-025
25,152,1,2015-06-05
25,489,6,2016-03-024
25,191,6,2016-09-02
25,506,3,2017-03-021
25,583,9,2018-02-05
25,721,9,2019-04-04
25,805,2,2020-02-04
26,657,1,2015-02-02
26,403,1,2015-04-04
26,486,9,2015-06-021
26,385,8,2015-06-05
26,845,10,2016-01-024
26,865,3,2016-07-09
26,138,2,2018-02-015
26,400,8,2018-06-025
27,444,2,2015-06-024
27,655,3,2017-06-015
27,625,1,2018-03-022
27,843,5,2018-05-011
27,146,1,2019-04-013
27,106,9,2019-04-06
28,600,6,2015-06-019
28,423,1,2015-07-025
28,318,6,2015-08-025
28,965,2,2016-01-02
28,916,10,2016-01-022
28,316,10,2016-01-05
28,142,5,2016-05-021
28,787,8,2016-05-022
28,348,8,2016-07-016
28,421,10,2017-01-019
28,727,8,2017-02-013
28,821,4,2017-03-022
28,978,8,2017-05-019
28,422,1,2018-03-08
29,179,8,2015-04-07
29,862,7,2018-06-021
29,821,8,2019-04-014
29,941,8,2019-04-021
29,404,10,2020-01-08
29,360,5,2020-04-017
29,168,6,2020-04-018
30,246,7,2015-04-022
30,997,8,2015-07-011
30,196,5,2016-02-01
30,681,5,2016-02-016
30,292,8,2016-07-07
30,490,3,2018-01-012
30,684,2,2018-04-01
31,531,5,2015-03-09
31,859,3,2015-09-022
31,126,1,2016-04-020
31,782,10,2016-06-05
31,314,5,2016-06-05
31,622,6,2017-03-011
31,992,5,2017-06-011
31,520,4,2018-01-012
32,195,2,2015-02-011
32,73,3,2015-04-023
32,378,8,2016-01-05
32,92,7,2016-04-024
32,790,10,2016-04-08
32,884,5,2016-05-07
32,922,5,2017-01-021
32,895,9,2017-03-04
32,882,5,2018-03-06
32,162,2,2018-04-020
33,387,7,2015-01-05
33,976,4,2015-03-018
33,864,7,2015-06-012
33,914,8,2015-06-018
33,386,9,2016-04-020
33,732,9,2017-01-025
33,24,6,2019-07-05
34,654,9,2015-01-010
34,256,2,2015-07-020
34,20,4,2016-01-01
34,420,10,2016-07-023
34,255,1,2016-09-023
34,189,10,2017-03-03
34,249,10,2017-04-07
34,563,5,2019-04-05
34,165,7,2019-07-04
35,588,1,2015-05-01
35,305,3,2015-07-010
35,177,1,2016-03-013
35,951,1,2016-07-010
35,422,3,2017-03-024
35,893,2,2017-04-011
35,434,6,2017-09-09
35,184,1,2018-05-019
35,660,1,2019-02-018
36,506,5,2015-04-06
36,801,4,2015-05-023
36,868,9,2016-06-09
36,356,9,2017-01-013
36,622,4,2017-09-014
36,897,7,2018-06-025
36,655,8,2018-07-017
37,207,8,2015-01-019
37,221,3,2017-03-03
37,673,7,2017-05-012
37,712,8,2017-05-04
37,887,3,2017-07-06
37,589,4,2018-02-023
37,868,10,2018-04-017
37,407,9,2018-05-024
38,726,3,2015-03-022
38,856,3,2015-09-020
38,754,1,2017-04-03
38,109,4,2017-07-017
38,952,10,2017-07-020
38,310,6,2018-09-09
38,979,2,2019-05-03
39,57,8,2015-04-018
39,218,6,2015-04-02
39,726,5,2016-02-024
39,49,6,2016-09-08
39,300,2,2017-01-025
39,351,8,2018-07-05
39,486,1,2019-01-010
39,592,10,2019-09-010
40,899,1,2015-01-06
40,912,1,2015-07-011
40,438,9,2016-04-01
40,902,5,2016-04-02
40,881,10,2016-06-03
40,253,6,2018-05-025
40,609,8,2020-02-07
41,941,4,2015-03-011
41,228,10,2015-06-024
41,334,10,2015-07-08
41,477,10,2017-07-09
41,723,4,2018-05-04
41,867,5,2018-07-01
41,798,3,2019-04-07
41,433,1,2019-06-07
42,317,4,2015-03-014
42,317,3,2015-05-019
42,516,5,2016-06-03
42,738,3,2016-07-05
42,701,9,2016-08-03
42,237,5,2017-06-015
42,11,10,2018-01-024
42,73,8,2018-04-09
42,958,6,2019-02-020
42,671,7,2019-02-05
43,653,8,2016-06-019
43,36,5,2016-06-03
43,196,2,2016-07-021
43,98,9,2016-09-08
43,477,1,2017-04-021
43,602,10,2017-08-019
43,461,10,2018-04-018
43,415,7,2018-07-012
43,25,9,2018-08-017
43,578,4,2018-09-09
44,595,5,2015-02-020
44,484,4,2015-03-014
44,659,6,2020-03-019
44,399,4,2020-05-02
45,626,7,2015-02-014
45,730,4,2016-02-015
45,935,6,2016-09-01
45,949,7,2017-02-022
45,497,8,2017-03-022
45,594,1,2017-04-023
45,50,2,2017-05-06
45,298,6,2017-07-09
46,773,7,2015-07-01
46,204,3,2015-08-01
46,23,7,2015-09-04
46,380,3,2016-05-07
46,750,7,2018-06-020
46,381,8,2018-09-013
46,630,4,2020-02-010
47,206,8,2016-02-025
47,694,3,2016-03-016
47,953,8,2016-03-019
47,131,4,2016-05-016
47,443,6,2017-01-05
47,135,1,2017-02-013
47,648,10,2017-03-06
47,20,6,2017-07-021
47,335,4,2018-09-08
47,932,2,2019-01-020
48,351,9,2016-09-07
48,600,4,2017-03-013
48,213,8,2018-08-01
48,211,2,2019-04-01
48,352,3,2019-04-05
48,84,1,2019-04-08
48,549,5,2019-05-018
49,569,1,2015-09-023
49,889,5,2016-02-017
49,211,4,2016-09-01
49,649,4,2017-04-024
49,122,5,2017-07-08
49,819,7,2018-01-019
49,920,5,2018-02-012
49,431,10,2018-03-03
49,530,7,2018-06-011
49,26,3,2018-06-020
49,725,8,2018-06-020
49,426,5,2018-09-018
49,286,9,2019-03-04
50,580,7,2016-05-02
50,22,2,2017-03-09
50,85,7,2017-05-02
50,522,10,2017-08-07
50,23,5,2018-02-022
50,564,5,2018-04-023
50,568,2,2018-05-05
50,718,1,2019-04-022
50,417,8,2019-08-022
51,297,2,2016-03-03
51,277,2,2016-03-04
51,935,10,2017-02-02
51,10,1,2018-05-014
52,661,9,2016-01-018
52,532,7,2018-06-021
52,955,2,2018-08-011
52,260,6,2019-02-016
52,496,4,2019-09-017
53,607,8,2015-03-021
53,570,2,2017-01-025
53,838,4,2017-05-05
53,57,9,2018-07-025
53,234,5,2018-08-09
53,248,1,2020-02-011
54,690,5,2017-02-014
54,336,10,2019-03-07
54,794,1,2019-04-013
54,363,6,2019-05-011
55,165,4,2015-06-019
55,130,6,2015-08-017
55,360,8,2016-05-025
55,587,3,2016-07-012
55,82,4,2017-04-017
55,658,7,2018-03-012
55,833,10,2018-06-018
55,826,7,2018-08-04
55,782,6,2019-02-014
55,624,6,2019-03-012
55,371,8,2019-03-015
56,723,4,2016-02-015
56,618,2,2016-05-020
56,572,9,2017-03-022
56,796,3,2017-09-017
56,434,6,2017-09-024
56,121,2,2019-07-017
56,715,7,2020-03-015
57,781,9,2015-01-024
57,195,5,2017-03-07
57,371,9,2019-03-011
58,753,7,2015-01-015
58,264,9,2016-01-013
58,754,5,2016-01-014
58,283,10,2016-01-021
58,449,5,2016-03-012
58,369,1,2016-07-021
58,457,4,2017-02-024
58,74,2,2018-06-014
59,990,4,2015-03-023
59,173,7,2015-04-016
59,505,8,2015-04-05
59,548,10,2015-04-07
59,4,8,2016-01-05
59,379,1,2017-09-017
59,498,7,2018-01-012
59,679,3,2018-02-010
59,337,3,2019-01-011
59,661,3,2019-02-016
60,695,3,2015-04-019
60,636,1,2016-03-012
60,496,5,2016-09-016
60,805,6,2017-08-017
60,223,6,2019-01-019
60,531,7,2019-02-010
60,742,3,2019-07-015
61,321,4,2015-06-06
61,216,4,2016-02-019
61,435,9,2016-06-05
61,665,8,2016-09-019
61,93,5,2017-01-017
61,851,10,2017-03-013
61,120,10,2017-07-021
61,155,4,2018-08-013
62,982,10,2015-03-016
62,178,1,2015-07-011
62,740,10,2015-09-04
62,344,8,2016-08-01
62,429,2,2017-03-020
62,725,7,2018-06-020
62,481,3,2018-07-025
62,50,1,2019-03-06
62,47,2,2019-06-016
63,758,9,2015-09-01
63,890,8,2017-01-024
63,622,2,2017-09-025
63,778,1,2018-07-015
63,782,4,2019-03-04
64,587,3,2015-01-02
64,349,7,2016-03-014
64,61,8,2016-05-03
64,907,7,2017-08-024
64,565,10,2018-08-07
64,760,10,2019-09-04
65,487,3,2015-03-019
65,27,4,2016-01-02
65,876,3,2016-02-015
65,168,3,2016-08-012
65,808,1,2018-04-018
65,859,1,2018-04-021
65,106,9,2018-05-02
65,432,10,2019-02-04
66,726,4,2016-07-019
66,91,9,2018-01-022
66,185,3,2018-04-01
67,84,8,2018-07-020
67,236,6,2018-09-09
67,36,6,2020-04-09
67,609,10,2020-05-010
68,275,4,2015-09-020
68,820,7,2016-06-019
68,182,6,2016-07-011
68,826,4,2017-05-019
68,901,3,2018-05-09
68,316,7,2018-06-025
68,888,1,2019-06-019
68,399,4,2019-07-01
68,633,3,2019-07-018
69,764,10,2015-09-02
69,115,8,2016-05-04
69,194,5,2016-06-019
69,64,7,2016-09-014
69,802,10,2016-09-018
69,211,8,2019-08-023
69,358,9,2020-01-019
70,109,10,2015-04-03
70,116,9,2015-08-04
70,8,10,2016-01-012
70,438,9,2016-06-023
70,525,5,2016-08-022
70,235,10,2017-03-020
70,587,7,2018-01-011
70,945,8,2018-06-03
71,524,1,2015-02-06
71,699,3,2015-03-013
71,271,10,2016-07-014
71,471,10,2017-08-025
71,714,8,2018-05-016
71,250,2,2018-06-016
71,631,4,2019-09-010
71,152,2,2020-02-06
72,802,1,2015-05-022
72,742,8,2016-04-07
72,591,7,2017-06-017
72,524,1,2018-04-07
73,340,5,2015-01-013
73,723,3,2016-06-014
73,599,1,2018-06-07
73,856,3,2020-01-02
73,805,9,2020-02-018
74,144,2,2015-01-010
74,17,8,2015-02-015
74,892,1,2015-04-08
74,346,4,2016-04-011
74,438,10,2016-07-05
74,978,6,2017-07-04
74,429,9,2017-09-022
74,339,4,2019-07-014
75,72,5,2015-03-023
75,49,6,2016-05-08
75,672,3,2017-01-020
75,1,8,2017-02-020
75,595,7,2017-07-019
75,843,2,2017-08-020
75,955,1,2017-09-021
75,8,6,2018-01-019
75,636,7,2018-03-025
75,230,4,2019-03-021
75,167,6,2019-05-014
75,148,6,2019-06-014
75,859,9,2019-08-024
75,516,7,2019-08-07
76,169,4,2015-02-05
76,793,8,2016-03-05
76,99,1,2016-05-022
76,283,2,2017-01-017
76,966,7,2017-03-03
76,428,7,2018-06-04
76,110,9,2019-03-016
76,50,6,2019-07-01
77,877,6,2015-08-02
77,365,4,2016-06-021
77,718,9,2016-07-019
77,444,10,2017-01-011
77,799,5,2017-04-018
77,954,7,2017-08-020
77,210,7,2018-01-010
77,465,9,2018-02-018
77,969,8,2018-03-03
77,366,3,2018-06-08
78,331,6,2015-03-014
78,945,4,2015-09-01
78,127,10,2015-09-07
78,652,2,2017-06-016
78,981,7,2017-06-07
79,794,7,2015-05-017
79,549,2,2015-08-017
79,677,3,2016-04-01
79,141,7,2016-05-015
79,95,2,2016-09-016
79,295,1,2017-09-015
79,264,4,2018-03-09
79,918,10,2019-05-021
80,827,2,2015-09-07
80,725,4,2017-04-024
80,495,9,2017-07-024
80,321,5,2017-09-06
80,826,4,2018-02-013
80,810,10,2019-05-04
81,323,6,2015-01-03
81,722,9,2015-03-010
81,559,10,2015-03-025
81,973,9,2015-04-03
81,769,4,2015-07-016
81,530,2,2017-04-08
81,175,6,2018-06-01
81,652,10,2018-06-02
81,401,3,2018-09-09
82,189,6,2015-08-012
82,213,10,2016-01-021
82,668,7,2016-01-08
82,476,8,2016-05-022
82,129,6,2016-06-023
82,239,4,2016-07-019
82,415,8,2016-09-011
82,414,5,2017-04-013
82,737,2,2017-06-06
82,920,6,2018-03-017
83,471,2,2015-05-022
83,781,6,2015-06-03
83,130,6,2015-08-020
83,330,8,2017-06-011
83,139,8,2017-07-05
83,609,9,2017-08-023
83,269,1,2017-09-06
83,309,2,2018-01-023
83,831,10,2018-02-08
83,839,1,2018-05-05
84,639,1,2015-09-01
84,555,8,2016-01-020
84,901,9,2016-02-024
84,138,7,2016-07-05
84,201,7,2017-03-020
84,569,1,2018-04-024
84,685,8,2019-04-07
85,159,2,2015-08-08
85,212,5,2016-01-03
85,372,4,2016-08-012
85,422,2,2017-02-010
85,487,5,2017-02-017
85,346,9,2017-03-06
85,971,2,2019-05-011
86,8,8,2015-01-012
86,464,4,2015-01-021
86,578,5,2015-05-011
86,319,1,2015-08-018
86,649,7,2017-07-019
86,242,6,2018-02-015
86,81,4,2018-03-018
86,870,1,2018-04-07
86,927,6,2019-04-025
86,417,8,2019-06-015
87,341,4,2015-01-02
87,259,1,2015-07-022
87,754,4,2016-05-017
87,975,1,2018-03-024
87,433,9,2019-04-021
87,680,5,2019-06-02
87,821,1,2019-08-022
87,688,2,2020-04-013
88,840,3,2017-04-024
88,429,2,2018-03-07
88,186,5,2018-03-09
88,353,4,2018-06-021
88,747,4,2018-09-016
88,18,5,2019-04-024
88,816,5,2019-07-01
88,990,4,2019-07-019
89,331,5,2016-02-023
89,920,4,2016-03-018
89,202,1,2017-07-019
89,522,9,2017-09-018
89,717,7,2018-06-021
89,988,4,2018-08-01
90,2,4,2015-01-04
90,651,7,2015-05-015
90,409,2,2015-07-012
90,960,9,2016-02-023
90,493,8,2017-01-010
90,952,1,2017-05-02
90,227,3,2017-05-09
90,963,4,2017-09-015
90,494,4,2018-01-015
90,525,6,2018-01-015
90,13,3,2018-08-020
91,388,9,2015-01-021
91,825,10,2015-07-05
91,589,2,2015-09-03
91,78,1,2016-02-03
91,720,4,2016-03-010
91,337,7,2016-09-018
91,450,2,2016-09-024
91,452,2,2017-01-07
91,498,10,2018-05-018
91,194,7,2018-06-012
92,281,10,2015-08-010
92,397,2,2015-09-010
92,299,8,2017-05-09
92,344,7,2017-06-011
92,758,9,2017-06-09
92,34,5,2018-01-019
92,170,6,2018-01-06
92,920,8,2018-02-019
92,964,2,2019-05-07
93,608,6,2015-07-015
93,103,9,2015-08-01
93,83,6,2016-09-014
93,517,4,2016-09-019
93,455,1,2016-09-022
93,33,1,2017-01-013
93,851,10,2017-07-019
93,589,8,2019-05-011
93,678,4,2019-05-04
93,226,1,2019-09-014
94,583,7,2016-02-05
94,167,10,2016-08-05
94,410,2,2017-05-025
94,83,9,2018-01-011
94,797,7,2018-02-012
94,328,2,2018-06-017
94,508,3,2018-07-022
94,738,4,2018-08-023
95,230,2,2016-07-016
95,25,2,2016-08-019
95,538,5,2017-03-015
95,670,7,2018-04-07
95,876,2,2019-07-012
96,183,6,2016-04-017
96,126,10,2016-07-08
96,899,2,2019-07-04
96,530,4,2020-04-016
97,401,3,2015-05-04
97,169,10,2015-05-07
97,502,2,2016-02-015
97,29,5,2016-06-010
97,547,7,2017-02-011
97,59,1,2017-07-06
97,180,8,2017-09-01
97,377,4,2018-03-09
97,546,2,2019-04-025
97,381,3,2019-08-09
98,529,10,2015-05-05
98,299,5,2015-06-02
98,203,7,2016-05-04
98,393,5,2016-07-013
98,739,10,2016-07-07
98,462,10,2017-09-020
98,397,10,2018-05-018
98,919,4,2019-03-018
99,221,5,2016-09-018
99,835,7,2016-09-022
99,909,9,2017-05-021
99,287,10,2017-07-07
99,278,2,2019-02-06
100,686,10,2015-05-01
100,402,6,2015-07-021
100,683,9,2015-09-022
100,977,9,2016-05-011
100,208,6,2016-07-019
100,681,3,2017-01-05
100,715,1,2017-05-020
100,22,2,2018-03-022
100,427,8,2018-05-07
